公告id	股东全称	股东简称	变动截止日期	变动价格	变动数量	变动后持股数	变动后持股比例
16684400	新疆成农远大股权投资有限合伙企业	新疆成农远大股权投资有限合伙企业	2017-08-15	11.06	1003000		
16684400	新疆成农远大股权投资有限合伙企业	新疆成农远大股权投资有限合伙企业	2017-08-16	11.11	480000		
16684400	新疆成农远大股权投资有限合伙企业	新疆成农远大股权投资有限合伙企业	2017-08-17	11.11	905000		
16684400	新疆成农远大股权投资有限合伙企业	新疆成农远大股权投资有限合伙企业	2017-08-22	11.40	226800		
16684400	新疆成农远大股权投资有限合伙企业	新疆成农远大股权投资有限合伙企业	2017-08-29	11.11	47100		
16684400	新疆成农远大股权投资有限合伙企业	新疆成农远大股权投资有限合伙企业	2017-09-07	11.63	407600	0	0
16684591	申萍		2017-09-12		62363847		
16684591	申萍		2017-09-12		63269785	63269785	0.0586
16693353	好利来控股有限公司	好利来控股有限公司	2017-09-15	58.00	1333600	0	0
16693511	深圳市市政工程总公司	市政公司	2017-09-15	10.77	7001820	0	0
1669480	常州高新技术风险投资有限公司	常高新风投	2014-09-26	20.23	5616213		
1669480	常州高新技术风险投资有限公司	常高新风投	2015-06-12	43.58	2378556	_	_
16698410	深圳昊天股权投资基金管理有限公司	深圳昊天	2017/07/03	44.93	342100		
16698410	深圳昊天股权投资基金管理有限公司	深圳昊天	2017/09/07	41.00	10000	4520000	0.0484
167062	海南黄金海岸集团有限公司	集团公司	2012-07-17		3951100		
167062	海南黄金海岸集团有限公司	集团公司	2012-07-17		11753300		
16707357	中通投资有限公司	中通投资	2017-09-14	12.420	10487460		
16711993	创金合信永泰3号资产管理计划	创金合信永泰3号资产管理计划	2017-09-11	17.41	27		
16711993	创金合信永泰3号资产管理计划	创金合信永泰3号资产管理计划	2017-09-12	17.51	90		
16711993	创金合信永泰3号资产管理计划	创金合信永泰3号资产管理计划	2017-09-13	17.49	125.73		
16711993	创金合信永泰3号资产管理计划	创金合信永泰3号资产管理计划	2017-09-14	17.85	2		
16711993	创金合信永泰3号资产管理计划	创金合信永泰3号资产管理计划	2017-09-15	17.70	18.38		
16711993	创金合信永泰3号资产管理计划	创金合信永泰3号资产管理计划	2017-09-21	17.13	392.2751		
16712244	封其华	封其华	2017-07-25	18.316	280000		
16712244	封其华	封其华	2017-07-26	18.37	217000		
16712244	封其华	封其华	2017-07-27	17.951	170000		
16712244	封其华	封其华	2017-07-28	19.143	130000		
16712244	封其华	封其华	2017-09-01	21.50	100000		
16712244	封其华	封其华	2017-09-04	21.647	92100		
16712244	封其华	封其华	2017-09-05	22.23	75700		
16712244	封其华	封其华	2017-09-07	22.305	166600		
16712244	封其华	封其华	2017-09-11	21.5	250700		
16712244	封其华	封其华	2017-09-20	20.686	2031100		
16720981	通用技术创业投资有限公司	通用技术创业投资有限公司	2017-09-19	15.100	1800000		
16720981	通用技术创业投资有限公司	通用技术创业投资有限公司	2017-09-20	14.918	38800		
16720981	通用技术创业投资有限公司	通用技术创业投资有限公司	2017-09-21	15.015	751350		
16720981	通用技术创业投资有限公司	通用技术创业投资有限公司	2017-09-22	15.003	443200	--	--
16721225	张绪生	张绪生	2017-09-25	17.70	966900		
16721225	吴和俊	吴和俊	2017-09-21	17.93	223580		
16721655	苏麒安	苏麒安	2015-12-08		1300000		
16738567	西安筑路机械有限公司	中交西筑	2017-05-17	15.86	1005000		
16738567	西安筑路机械有限公司	中交西筑	2017-05-18	17.49	1030000		
16738567	西安筑路机械有限公司	中交西筑	2017-05-19	19.24	500000		
16751856	周儒欣	周儒欣	2017-07-14	28.10	78.97		
16751856	周儒欣	周儒欣	2017-07-19	25.94	312.9		
16751856	周儒欣	周儒欣	2017-07-20	25.88	120.89		
16751856	周儒欣	周儒欣	2017-09-07	24.42	511.6164		
16793773	上海成善	上海成善	2017-09-07	30.88	288000		
16793773	上海成善	上海成善	2017-09-11	34.02	91340		
16793773	上海成善	上海成善	2017-09-19	33.70	310000		
16803637	冯忠	冯忠	2017-08-31	8.3960	1080000		
16803637	冯忠	冯忠	2017-09-01	8.4510	700000	12525603	0.0364
16803637	冯志凌	冯志凌	2017-08-28	8.6070	30100		
16803637	冯志凌	冯志凌	2017-08-29	8.4790	1300000	8002563	0.0232
16803637	益宇投资	益宇投资	2017-08-17	8.4100	120000		
16803637	益宇投资	益宇投资	2017-08-18	8.4200	190000	1982243	0.0058
16807997	湖南方盛制药股份有限公司	公司	2017-07-25		1000000		
16807997	湖南方盛制药股份有限公司	公司	2017-10-25		56000		
16807997	上海证券交易所		2017-10-25		56000		
1681675	富润集团增持公司		2015-06-30		6345000		
1682068	新沂市华益投资管理有限公司	华益投资	2014-11-04	11.36	1000000		
1682068	新沂市华益投资管理有限公司	华益投资	2014-11-06	11.02	800000		
1682068	新沂市华益投资管理有限公司	华益投资	2014-11-07	11.2	800000		
1682068	新沂市华益投资管理有限公司	华益投资	2014-11-10	11.17	500000		
1682068	新沂市华益投资管理有限公司	华益投资	2014-11-27	11.27	1000000		
1682068	新沂市华益投资管理有限公司	华益投资	2014-12-02	11.05	1000000		
1682068	新沂市华益投资管理有限公司	华益投资	2014-12-15	11.53	500000		
1682068	新沂市华益投资管理有限公司	华益投资	2015-06-05	26.1	500000		
16842572	2017年10月31日黄河实业集团持有公司		2017-10-31		11520397	11520397	0.0081
16853707	王维平	王维平	2017-11-01	28.98	313950	3141295	0.0097
16860087	深圳证券交易所		2017-07-28		3243600		
16877865	隆鑫控股有限公司		2017-11-08		2884700		
16877865	隆鑫		2017-11-08		2884700		
16877865	上海证券交易所		2017-05-09		1880300		
16877865	上海证券交易所		2017-05-12		532500		
16877865	上海证券交易所		2017-05-15		151300		
16877865	上海证券交易所		2017-05-19		120600		
16877865	上海证券交易所		2017-05-23		200000		
16877865	上海证券交易所		2017-11-08		2884700		
16883456	成都市银河工业（集团）有限公司	成都市银河工业（集团）有限公司	2017-09-13	24.35	1980400	0	0
1688754	上海证券交易所		2015-07-06		1789960	197909359	0.4407
16887749	吉林化纤集团有限责任公司	化纤集团	2017-05-12		4051200		
16887749	吉林化纤集团有限责任公司	化纤集团	2017-05-24		1460000		
16887749	吉林化纤集团有限责任公司	化纤集团	2017-09-01		3000000		
16887749	吉林化纤集团有限责任公司	化纤集团	2017-09-13		1494802		
16887749	吉林化纤集团有限责任公司	化纤集团	2017-09-15		1300000		
16887749	吉林化纤集团有限责任公司	化纤集团	2017-09-22		1241251		
16887749	吉林化纤集团有限责任公司	化纤集团	2017-09-25		2848500		
16887749	吉林化纤集团有限责任公司	化纤集团	2017-09-27		2965715		
16887749	吉林化纤集团有限责任公司	化纤集团	2017-09-28		1638600		
16892347	江西洪都航空工业股份有限公司	洪都航空	2017-10-26	12.27-13.19	江西洪都航空工业股份有限公司	2697.69	0.0457
1689858	宁波雅戈尔控股有限公司	雅戈尔控股	2015-07-08		500000		
16905902	西藏纳铭网络技术有限公司		2017-11-20		1154001		
16906070	河南省宛西控股股份有限公司	宛西控股	2017-11-20		650000		
16914980	云南能投集团	云南能投集团	2016-11-25	17.66	2770800		
16914980	云南能投集团	云南能投集团	2016-12-15	16.80	3607588		
16914980	云南能投集团	云南能投集团	2017-01-20	16.92	2325500		
16914980	云南能投集团	云南能投集团	2017-04-26	15.45	1300000		
16914980	云南能投集团	云南能投集团	2017-05-12	13.37	300000		
16915294	信佳科技有限公司	信佳科技	2017-11-01	6.11	32854400		
16915294	信佳科技有限公司	信佳科技	2017-11-09	6.957-7.086	32854400		
16915294	信佳科技有限公司	信佳科技	2017-11-16	5.99	16075400		
16915294	信佳科技有限公司	信佳科技	2017-11-22	5.69	352000	379795610	11.5599
1691561	股权投资基金有限公司	中科汇通	2015-07-07	10.04元	8238200		10099964
16919071	河南省宛西控股股份有限公司	宛西控股	2017-11-21		2318958		
16919071	河南省宛西控股股份有限公司	宛西控股	2017-11-23		200000		
1692594	中国航空工业集团公司	中航工业	2015-07-09		6442468		
16932323	黄山永佳投资有限公司	永佳投资	10月27日	12.42	580000		
16932323	黄山永佳投资有限公司	永佳投资	11月28日	11.81	2795476		
16932467	君康人寿保险股份有限公司	君康人寿	2017-11-27	14.00-15.00	君康人寿保险股份有限公司	16570931	5
16933362	珠海市富海灿阳投资发展有限公司	富海灿阳	2017-08-30	40.56	35000		
16933362	珠海市富海灿阳投资发展有限公司	富海灿阳	2017-08-31	40.49	40000		
16933362	珠海市富海灿阳投资发展有限公司	富海灿阳	2017-09-01	40.55	25300		
16933362	珠海市富海灿阳投资发展有限公司	富海灿阳	2017-09-04	41.12	39700		
16933362	珠海市富海灿阳投资发展有限公司	富海灿阳	2017-09-05	40.90	12500		
16933362	珠海市富海灿阳投资发展有限公司	富海灿阳	2017-09-06	40.43	19200		
16933362	珠海市富海灿阳投资发展有限公司	富海灿阳	2017-09-07	41.03	38300		
16933362	珠海市富海灿阳投资发展有限公司	富海灿阳	2017-09-11	40.03	5000		
16933362	珠海市富海灿阳投资发展有限公司	富海灿阳	2017-09-14	41.11	50000		
16933362	珠海市富海灿阳投资发展有限公司	富海灿阳	2017-09-21	38.95	5000		
16933362	珠海市富海灿阳投资发展有限公司	富海灿阳	2017-09-22	38.41	2000		
16933362	珠海市富海灿阳投资发展有限公司	富海灿阳	2017-09-25	38.34	2000		
16933362	珠海市富海灿阳投资发展有限公司	富海灿阳	2017-09-28	37.99	4000		
16933362	珠海市富海灿阳投资发展有限公司	富海灿阳	2017-09-29	38.91	36500		
16933362	珠海市富海灿阳投资发展有限公司	富海灿阳	2017-10-11	38.13	35500		
16933362	珠海市富海灿阳投资发展有限公司	富海灿阳	2017-10-12	37.48	30000		
16933362	珠海市富海灿阳投资发展有限公司	富海灿阳	2017-10-13	37.65	66000		
16933362	珠海市富海灿阳投资发展有限公司	富海灿阳	2017-10-23	36.86	54000		
16933362	珠海市富海灿阳投资发展有限公司	富海灿阳	2017-10-24	36.23	26000		
16933362	珠海市富海灿阳投资发展有限公司	富海灿阳	2017-10-25	36.10	36000		
16933362	珠海市富海灿阳投资发展有限公司	富海灿阳	2017-10-26	36.18	38000		
16933362	珠海市富海灿阳投资发展有限公司	富海灿阳	2017-11-01	34.14	24650	8047800	6.4362
16933362	王富斌	王富斌	2017-11-09	32.77	4000		
16945752	伊川公司	伊川公司	2017-11-30	16.87	758000	41524540	9.61
16950671	融冰投资	融冰投资	2017-09-11	14.572	4138276		
16979321	威朗国际集团有限公司	威朗国际	2017-07-13	30.28	20000		
16979321	威朗国际集团有限公司	威朗国际	2017-08-29	29.23	35000		
16979321	威朗国际集团有限公司	威朗国际	2017-08-30	29.75	1643000		
16979321	威朗国际集团有限公司	威朗国际	2017-08-31	30.13	400000		
16979321	威朗国际集团有限公司	威朗国际	2017-11-14	36.03	10000		
16979321	威朗国际集团有限公司	威朗国际	2017-12-04	29.86	1799981	-	-
1701043	华泰集团有限公司	华泰集团有限公司	2015-07-15		8209200	416155302	0.3564
1701043	孙亚军	孙亚军	2015-07-15		44100	44100	0
1704254	三鼎控股集团有限公司	三鼎控股	2015-07-15		800000	336800000	0.5262
1704458	深圳证券交易所		2015-07-15		26600		
1704458	深圳证券交易所		2015-07-16		85000		
1705645	深圳证券交易所		2015年7月		2010050		
1710010	银河金汇证券资产管理有限公司		2015-07-16		218000		
1713754	浦发集团		2015-07-28		584150		
1714512	汪天祥	汪天祥	2015-07-28	18.44	26600	124842290	0.4427
1714512	余雪松	余雪松	2015-07-28	18.00	99900	99900	0.0004
1714512	冯静	冯静	2015-07-28	17.74	101400	216311	0.08
1714512	周旭东	周旭东	2015-07-28	18.20	98900	98900	0.0004
1714512	洪荣川	洪荣川	2015-07-28	17.60	17200	17200	0.0001
1714512	郭子维	郭子维	2015-07-28	17.60	56800	56800	0.0002
1714679	中国标准集团工业有限公司	标准集团	2015-07-28		600000		
1714679	中国标准集团工业有限公司	标准集团	2015-07-28		145824652		
1716427	浙江嘉化集团股份有限公司	嘉化集团	2015-07-30		560000		
1718046	兴业银行		2015-06-26		5270691		
1718046	兴业银行		2015-06-26		4731300		
1720941	双林集团	双林集团	2015-07-24		600000	196074163	
172540	鲁信集团		2012-05-11		3700000	534206761	0.7177
172540	2012年5月11日鲁信集团		1994977股		5694977		
1726475	北京中泽嘉盟投资中心（有限合伙）	北京中泽嘉盟投资中心（有限合伙）	2015-06-11	145.25	54132		
1726475	北京中泽嘉盟投资中心（有限合伙）	北京中泽嘉盟投资中心（有限合伙）	2015-06-12	146.98	550932		
1726475	北京中泽嘉盟投资中心（有限合伙）	北京中泽嘉盟投资中心（有限合伙）	2015-08-07	79.33	579934		
1728528	深圳证券交易所		2015-06-23		1459700		
1728528	深圳证券交易所		2015-08-13		5044926		
173730	成商集团股份有限公司	本公司	2012-05-24		3200562		
1737378	深圳证券交易所		2015-08-21		1321068		
1737378	华仁世纪集团有限公司持有公司		2015-08-21		280031480		
1737378	华仁世纪集团有限公司持有公司		2015-08-21		281352548	281352548	0.4232
1743873	深圳证券交易所		2015-08-25		1000000		
1743873	深圳证券交易所		2015-08-25		1000000		
1744252	鹏博集团		2015-08-24		480300		
1744405	凤凰集团		2015-08-25		13055631		
1749291	深圳证券交易所		2015-08-27		8210		
1749291	深圳证券交易所		2015-08-27		1600000		
1749291	深圳证券交易所		2015-08-27		1294911		
1749291	天津市浩物机电汽车贸易有限公司	天津浩物	2015-08-27		2903121		
1757204	北京天竺空港经济开发公司	开发公司	2015-08-26		100000		
1757204	北京天竺空港经济开发公司	开发公司	2015-09-02		246417	146881790	0.5829
1757433	上海证券交易所		2015-09-02		3804200		
1757433	上海证券交易所		2015-09-02		3804200		
1757433	上海证券交易所		2015-09-02		10857175	3514599045	0.2888
1757801	深圳证券交易所		2015-09-02		593700		
1757801	健坤集团		2015-09-02		3650343		
1758530	双良集团		2015-07-06		1883100		
1758530	双良集团		2015-09-07		2563100		
1765139	北京昂展置业有限公司	北京昂展	2015-09-14		500000		
1765139	北京昂展置业有限公司	北京昂展	2015-09-15		500000		
1765647	江西洪都航空工业股份有限公司	洪都航空	2015-09-11		72512		
1767071	新华水利控股集团公司	新华控股	2015-09-15		1251151		
1767071	新华水利控股集团公司	新华控股	2015-09-15		5000151		
1768520	深圳证券交易所		2015-09-17		1114300		
1768520	大通集团		2015-09-17		108280659	109394959	0.3908
1769181	上海淮矿资产管理有限公司	上海淮矿	2015-09-21	5.5018	1500000		
1769181	淮南矿业（集团）有限责任公司	淮南矿业	2015-09-21		1460813936		
1769181	上海淮矿资产管理有限公司	上海淮矿	2015-09-21		2884013936		
1774646	中国电力投资集团公司	中电投集团	2015-09-24		70000		
1774646	中国电力投资集团公司	中电投集团	2015-09-24		340320407		
1774646	中国电力投资集团公司	中电投集团	2015-09-24		340390407	340390407	
1781830	沈阳新金杯投资有限公司	新金杯投资	2015-10-12		3718400		
1781830	沈阳新金杯投资有限公司	新金杯投资	2015-10-12		94264633		
1781830	沈阳新金杯投资有限公司	新金杯投资	2015-10-12		97983033	97983033	0.0897
1784841	深圳证券交易所		10月14日		2800000		
1784841	深圳证券交易所		10月14日		2800000		
1797207	天津百利机械装备集团有限公司	百利装备集团	2015-10-27	6.3503元	20	39016	24.46
1802258	上海新时达电气股份有限公司	公司	2015-07-09		1500000		
1802258	纪德		2015-10-30	23.55	499951		
1813438	惠州市德帮实业有限公司	德帮实业	2015-06-01	42.21	45		
1813438	惠州市德帮实业有限公司	德帮实业	2015-06-12	51.68	70		
1813438	惠州市德帮实业有限公司	德帮实业	2015-10-28	36.63	75		
1813438	惠州市德帮实业有限公司	德帮实业	2015-11-12	40.51	274.7		
18274268	新疆维实创业投资股份有限公司	新疆维实创业投资股份有限公司	2017-12-01	23.24	530000		
18274268	新疆维实创业投资股份有限公司	新疆维实创业投资股份有限公司	2017-12-08	19.46	5800000	0	
18279487	张子和	张子和	2017-11-20	7.055	11046416		
18279487	周芳	周芳	2017-12-01	6.633	4607600		
18279487	聚脉创新	聚脉创新	2017-11-28	6.802	6515100		
18279487	明成创新	明成创新	2017-11-28	6.961	1478800		
18285008	好利来控股有限公司	好利来控股有限公司	2017-09-15	58.00	1333600		
18285008	好利来控股有限公司	好利来控股有限公司	2017-10-19	58.78	666800	0	0
18285008	旭昇亚洲投资有限公司	旭昇亚洲投资有限公司	2017-09-27	56	190000	0	0
18285722	云锦优选集合资金信托计划	云锦优选集合资金信托计划	2017-12-08	6.99	9998398		
18285722	云锦优选集合资金信托计划	云锦优选集合资金信托计划	2017-12-12	6.5	108400		
18302627	山东省高新技术创业投资有限公司	山东高新投	2017-09-11	2.69	3600000		
18302627	山东省高新技术创业投资有限公司	山东高新投	2017-09-12	2.69	3340000		
18302627	山东省高新技术创业投资有限公司	山东高新投	2017-09-13	2.68	1900000		
18302627	山东省高新技术创业投资有限公司	山东高新投	2017-09-18	2.69	4000000		
18302627	山东省高新技术创业投资有限公司	山东高新投	2017-09-20	2.68	4000000		
18302627	山东省高新技术创业投资有限公司	山东高新投	2017-09-25	2.64	4992297		
18302627	山东省高新技术创业投资有限公司	山东高新投	2017-09-26	2.62	3200000		
18302627	山东省高新技术创业投资有限公司	山东高新投	2017-12-12	2.31	1997300		
18302627	山东省高新技术创业投资有限公司	山东高新投	2017-12-13	2.32	3707700		
18302627	山东省高新技术创业投资有限公司	山东高新投	2017-12-14	2.32	1940200	0	0
1834439	仁和集团		2015-055		313111736		
1836691	上海仲盛虹桥企业管理有限公司	仲盛虹桥	2015-12-11		1000077		
1836691	上海仲盛虹桥企业管理有限公司	仲盛虹桥	2015-064		5036532	14197131	
1838872	海马投资集团有限公司	海马投资	2015-06-25		14015614		
1838872	海马投资集团有限公司	海马投资	2015年7月		2253700		
1839676	DTHealthcare	DTHealthcare	2015-12-11	23.35	180		
1839676	DTHealthcare	DTHealthcare	2015-12-14	23.37	300		
1839676	重庆德同	重庆德同	2015-12-11	23.35	75		
1839676	重庆德同	重庆德同	2015-12-14	23.37	125		
1839676	长三角创投	长三角创投	2015-12-11	23.35	45		
1839676	长三角创投	长三角创投	2015-12-14	23.37	75	75	0.178
184925	吉林建行		2012-01-17		38671420	11928580	0.0291
1850959	豫光集团		12月23日		277763		
1850959	豫光集团		12月23日		416963		
185109	厦门国贸集团股份有限公司	本公司	2012-01-26		4209551		
1852369	王佳	王佳	2015-08-03	25.7246	157000		
1852369	王佳	王佳	2015-08-25	23.6500	169000		
1852369	严立	严立	2015-08-27	20.6277	193300		
1852369	严立	严立	2015-09-01	19.2462	332600		
1852369	王佳	王佳	2015-12-25	32.2384	168200		
1853176	北京用友科技	北京用友科技	2015-06-29		1000000	414239722	29.47
1853176	北京用友科技	北京用友科技	2015-07-28		1000000	415239722	29.54
1853176	北京用友科技	北京用友科技	2015-09-01		1000057	416239779	28.53
1853176	北京用友科技	北京用友科技	2015-12-28		3041800	419281579	28.73
1859944	上海仲盛虹桥企业管理有限公司	仲盛虹桥	2016-01-05		210000		
1859944	上海仲盛虹桥企业管理有限公司	仲盛虹桥	2015-064		7783832	16944431	
1862593	云南世博广告有限公司	世博广告	2015-12-31	12.8	4490658		
1862593	云南世博广告有限公司	世博广告	2015-12-31		40159000		
1862593	云南世博旅游控股集团有限公司	世博集团	2015-12-31	12.71	3888000		
1862593	世博集团持有公司		2015-12-31		357995986		
1863728	中国核工业集团公司	中核集团	2016-01-08		11000000		
1866258	深圳证券交易所		2016-01-12	6.94	2882944		
1866487	中国葛洲坝集团股份有限公司	本公司	2016-01-09		16033200	1949448239	0.4234
1866556	中航发动机控股有限公司	发动机控股	2016-01-12		17100		
1867377	上海证券交易所		2016-01-12	24.45	3384392		
1867377	上海证券交易所		2016-01-12		136884392		
1867377	上海证券交易所		2016-01-12		198998400		
1867377	上海证券交易所		2016-01-12		202382792	202382792	0.4528
1869349	深圳证券交易所		2015-07-08		400000		
1869878	城投金控	城投金控	2015-12-30	22.98	295255		
1869878	城投金控	城投金控	2016-01-05	19.77	245650		
1869878	城投金控	城投金控	2016-01-07	18.69	800000		
1869878	城投金控	城投金控	2016-01-08	18.25	1042200		
1869878	城投金控	城投金控	2016-01-11	17.04	2523800		
1869878	城投金控	城投金控	2016-01-12	16.68	1105100		
1871768	益民集团		2016-01-15		5499190	6499190	0.0049
1871768	光明集团		2016-01-15		5000000		
1872975	中国证监会		2016-01-19		440000		
1872975	中国证监会		2016-01-18		2590000	66030000	0.2099
18754075	中信信托有限责任公司	中信信托	2017-11-06		18907000		
18760287	深圳市投资控股有限公司	深投控	2017-12-19	26.16	138.7541		
18760687	重庆太极实业（集团）股份有限公司		2017-12-18		4365583		
18760908	上海览海投资有限公司	上海览海	2017-12-19		291970802		
1877285	宜华集团		2016-01-25		1000000		
1877285	宜华集团		2016-01-25		10000000		
1879814	上海证券交易所		2016-01-27		1911800	3524964004	0.2897
1880110	上海地产（集团）有限公司	地产集团	2016-01-27		6500000		
18810051	欣胜投资	欣胜投资	2017-11-01	15.48	24.255		
18810051	欣胜投资	欣胜投资	2017-11-02	15.26	18.6		
18810051	欣胜投资	欣胜投资	2017-11-03	15.48	256		
18810051	欣胜投资	欣胜投资	2017-12-19	13.36	251.145		
1881194	肖欢天	肖欢天	2016-01-28	7.25	30000	1260000	0.0013
18819600	南京栖霞建设股份有限公司	栖霞建设	2017-06-30	11.066	5000000		
18819600	南京栖霞建设股份有限公司	栖霞建设	2017-09-29	10.127	2520000	25000000	0.0168
18832982	南京大学资产经营有限公司	南京大学资产经营有限公司	2017-11-10	29.57	57.94		
18832982	南京大学资产经营有限公司	南京大学资产经营有限公司	2017-11-13	29.69	17.98		
18832982	南京大学资产经营有限公司	南京大学资产经营有限公司	2017-11-14	32.28	41.82	0	0
18833148	云锦优选集合资金信托计划	云锦优选集合资金信托计划	2017-12-13	6.53	99700		
18833148	云锦优选集合资金信托计划	云锦优选集合资金信托计划	2017-12-19	6.31	2234500		
18833148	云锦优选集合资金信托计划	云锦优选集合资金信托计划	2017-12-20	6.29	3183000		
18833148	云锦优选集合资金信托计划	云锦优选集合资金信托计划	2017-12-21	6.24	2770400		
18833148	云锦优选集合资金信托计划	云锦优选集合资金信托计划	2017-12-22	6.26	1437000		
18833148	云锦优选集合资金信托计划	云锦优选集合资金信托计划	2017-12-25	6.28	406900		
18833564	北京鸿海清科技有限公司	鸿海清科技	2017-09-25	4.21-4.65	3017920	11680000	1.2183
18833564	北京鸿基大通投资有限公司	鸿基大通	2017-12-22	4.01-4.40	5082000		
18833564	北京鸿基大通投资有限公司	鸿基大通	2017-12-22	4.01-4.40	5082000	36238160	3.78
18833702	华勇	华勇	2017-12-25	16.90	2695445		
18833702	华勇	华勇	2017-12-22	16.90	3874232		
18833702	华勇	华勇	2015-02-11	28.99	30000		
18833702	华勇	华勇	2014-11-03	25.25	2500000		
18839682	深圳赛格集团有限公司	深圳赛格集团有限公司	2017-12-25	5.02	10066714		
18839861	宽街博华	宽街博华	2017-12-20	19.60	743700		
18839861	宽街博华	宽街博华	2017-12-21	19.39	669100		
18839861	宽街博华	宽街博华	2017-12-22	19.34	667000		
18839861	宽街博华	宽街博华	2017-12-25	18.93	649199		
18839861	宽街博华	宽街博华	2017-12-26	18.15	471001		
18849456	畅盈8号集合资产管理计划	畅盈8号集合资产管理计划	2017-12-25	13.410	1528383		
18849456	畅盈8号集合资产管理计划	畅盈8号集合资产管理计划	2017-12-26	13.315	156000		
18849456	畅盈8号集合资产管理计划	畅盈8号集合资产管理计划	2017-12-27	13.338	200117		
18849456	畅盈8号集合资产管理计划	畅盈8号集合资产管理计划	2017-12-28	13.200	291100	0	0
18850819	北京新华联产业投资有限公司	北京新华联产业投资有限公司	2017/12/27	15.62	1654800	10913000	0.05
18854862	博汇集团		2017-12-29		39519398		
18854862	博汇集团		2017-12-29		39519398		
18857159	风华高科	风华高科	2017-12-28	14.30	2110000		
1885924	广州广日股份有限公司	本公司	2016-01-28		3687100		
1885924	广州广日股份有限公司	本公司	2016-01-28		4305574		
18861469	誉衡集团	誉衡集团	2017-12-12	8.66	15107587		
18861469	誉衡集团	誉衡集团	2017-12-29	8.38	4950100		
18862123	赵欢	赵欢	2017-07-03	13.835	92000		
18862123	赵欢	赵欢	2017-12-29	11.00	20000	756000	0.22
18862211	周学军	周学军	2017-11-08	25.48	165700	4140800	2.16
18862287	张金德	张金德	2017-10-27	14.84	10000		
18862287	张金德	张金德	2017-11-01	14.23	78600		
18862287	张金德	张金德	2017-11-02	14.30	105000	--	--
18862287	康永红	康永红	2017-10-31	14.19	247800	--	--
18862287	孔剑锋	孔剑锋	2017-10-26	15.19	17300		
18862287	孔剑锋	孔剑锋	2017-12-26	10.02	60400		
18862287	孔剑锋	孔剑锋	2017-12-27	10.10	180800	--	--
18862287	张帆	张帆	2017-12-29	10.03	122700	--	--
18862321	四川省国有资产经营投资管理有限责任公	四川省国有资产经营投资管理有限责任公	2017-11-13	64.29	27600		
18862321	四川省国有资产经营投资管理有限责任公	四川省国有资产经营投资管理有限责任公	2017-11-14	63.41	14300		
18862321	四川省国有资产经营投资管理有限责任公	四川省国有资产经营投资管理有限责任公	2017-11-15	63.14	67100		
18862487	李斌	李斌	2017-12-29	11.973	418026	63500	0.0002
18862487	钟柱鹏	钟柱鹏	2017-12-29	12.3	20000	111126	0.0003
18865483	西安东盛集团有限公司		2018-01-02		21700		
18865483	东盛集团		2018-01-02		21700		
1886767	上海证券交易所		2016-01-29		817300	3527031304	0.2899
1886769	江苏无锡商业大厦集团有限公司	大厦集团	2016-01-29		5217200		
18871941	贾跃峰及其一致行动人张杰明	贾跃峰及其一致行动人张杰明	2018-01-05	3.63	150800		
18876767	深圳市市政工程总公司	市政公司	2017-09-11	10.91	1393300		
18876767	深圳市市政工程总公司	市政公司	2017-09-12	10.94	501200		
18876767	深圳市市政工程总公司	市政公司	2017-09-13	10.74	3470400		
18876767	深圳市市政工程总公司	市政公司	2017-09-14	10.68	1298400		
18876767	深圳市市政工程总公司	市政公司	2017-09-15	10.65	338520	0	0
18877033	凯数投资	凯数投资	2017-07-28	36.619	118375		
18877033	凯数投资	凯数投资	2017-09-07	40.285	219500		
18877033	凯数投资	凯数投资	2017-09-08	40.008	30000		
18877033	凯数投资	凯数投资	2017-09-19	39.766	28200		
18877033	凯数投资	凯数投资	2017-09-25	40.426	32400		
1887800	芮永祥	芮永祥	2016-01-29	7.54	150000		
1888423	雷岩投资	雷岩投资	2016-01-29	29.85	937425		
1888423	雷岩投资	雷岩投资	2016-02-01	31.82	400000		
18884423	京山轻机控股有限公司	轻机控股	2018-01-10	12.28	3890300		
18884423	京山京源科技投资有限公司	京山京源科技投资有限公司	2017-12-14	12.62	336600		
1890721	厦门国贸控股有限公司	国贸控股	2016-01-08		585500		
1890721	厦门国贸控股有限公司	国贸控股	2016-02-02		31700		
1891887	宜华集团		2016-01-25		1000000		
1891887	宜华集团		2016-01-25		10000000		
1891887	宜华集团		2016-01-29		4830000		
1891887	宜华集团		2016-02-03		2000000		
1891887	宜华集团		2016-02-03		7830000		
1903007	福建三安集团有限公司	三安集团	2016-02-25		4923019	195200599	0.0766
1903980	上海证券交易所		2016-02-25		777300		
1908640	股东重庆港务物流集团有限公司	港务物流集团	2016-02-29		4631102	188450180	0.4079
19164025	苏州衡赢真盛	苏州衡赢真盛	2018-01-12	37.29	24.21	4257900	0.05
19164026	苏州衡赢真盛	苏州衡赢真盛	2018-01-12	37.29	24.21	4257900	0.05
19172099	深圳市平安创新资本投资有限公司	平安创新	2017-11-01	18.26	8100000	44488985	0.1087
19172207	北京昂展科技发展有限公司	北京昂展	2017-07-18		8561900		
19172207	北京昂展科技发展有限公司	北京昂展	2018-01-17		8561900		
19176063	依顿投资有限公司	依顿投资	2017-11-07	14.57	19954030		
19176063	依顿投资有限公司	依顿投资	2018-01-04	15.80	9976942	752109028	75.38
